2025-08-13T10:27:03+01:00  10:27:03 up 5 days, 59 min,  1 user,  load average: 8.45, 7.28, 5.87
2025-08-13T10:27:08+01:00  10:27:08 up 5 days, 59 min,  1 user,  load average: 7.86, 7.18, 5.84
2025-08-13T10:27:13+01:00  10:27:13 up 5 days, 59 min,  1 user,  load average: 7.55, 7.12, 5.83
2025-08-13T10:27:18+01:00  10:27:18 up 5 days, 59 min,  1 user,  load average: 7.66, 7.16, 5.85
2025-08-13T10:27:23+01:00  10:27:23 up 5 days, 59 min,  1 user,  load average: 7.13, 7.05, 5.82
2025-08-13T10:27:29+01:00  10:27:29 up 5 days, 59 min,  1 user,  load average: 7.44, 7.12, 5.85
2025-08-13T10:27:34+01:00  10:27:34 up 5 days, 59 min,  1 user,  load average: 7.72, 7.18, 5.88
2025-08-13T10:27:39+01:00  10:27:39 up 5 days,  1:00,  1 user,  load average: 8.79, 7.41, 5.96
2025-08-13T10:27:44+01:00  10:27:44 up 5 days,  1:00,  1 user,  load average: 9.85, 7.66, 6.05
2025-08-13T10:27:49+01:00  10:27:49 up 5 days,  1:00,  1 user,  load average: 10.82, 7.89, 6.13
2025-08-13T10:27:54+01:00  10:27:54 up 5 days,  1:00,  1 user,  load average: 10.67, 7.91, 6.15
2025-08-13T10:27:59+01:00  10:27:59 up 5 days,  1:00,  1 user,  load average: 10.30, 7.88, 6.15
2025-08-13T10:28:04+01:00  10:28:04 up 5 days,  1:00,  1 user,  load average: 10.03, 7.87, 6.15
2025-08-13T10:28:09+01:00  10:28:09 up 5 days,  1:00,  1 user,  load average: 9.87, 7.87, 6.16
2025-08-13T10:28:14+01:00  10:28:14 up 5 days,  1:00,  1 user,  load average: 9.08, 7.74, 6.13
2025-08-13T10:28:19+01:00  10:28:19 up 5 days,  1:00,  1 user,  load average: 9.47, 7.84, 6.17
2025-08-13T10:28:24+01:00  10:28:24 up 5 days,  1:00,  1 user,  load average: 9.92, 7.96, 6.22
2025-08-13T10:28:29+01:00  10:28:29 up 5 days,  1:00,  1 user,  load average: 10.25, 8.06, 6.26
2025-08-13T10:28:34+01:00  10:28:34 up 5 days,  1:00,  1 user,  load average: 11.11, 8.28, 6.34
2025-08-13T10:28:39+01:00  10:28:39 up 5 days,  1:01,  1 user,  load average: 10.62, 8.22, 6.33
2025-08-13T10:28:44+01:00  10:28:44 up 5 days,  1:01,  1 user,  load average: 10.17, 8.17, 6.33
2025-08-13T10:28:49+01:00  10:28:49 up 5 days,  1:01,  1 user,  load average: 9.75, 8.11, 6.32
2025-08-13T10:28:54+01:00  10:28:54 up 5 days,  1:01,  1 user,  load average: 10.01, 8.20, 6.36
2025-08-13T10:28:59+01:00  10:28:59 up 5 days,  1:01,  1 user,  load average: 9.93, 8.21, 6.37
2025-08-13T10:29:04+01:00  10:29:04 up 5 days,  1:01,  1 user,  load average: 10.02, 8.26, 6.40
2025-08-13T10:29:09+01:00  10:29:09 up 5 days,  1:01,  1 user,  load average: 10.02, 8.29, 6.41
2025-08-13T10:29:14+01:00  10:29:14 up 5 days,  1:01,  1 user,  load average: 9.61, 8.23, 6.41
2025-08-13T10:29:19+01:00  10:29:19 up 5 days,  1:01,  1 user,  load average: 8.84, 8.09, 6.37
2025-08-13T10:29:24+01:00  10:29:24 up 5 days,  1:01,  1 user,  load average: 8.62, 8.06, 6.37
2025-08-13T10:29:29+01:00  10:29:29 up 5 days,  1:01,  1 user,  load average: 8.25, 7.99, 6.36
2025-08-13T10:29:34+01:00  10:29:34 up 5 days,  1:01,  1 user,  load average: 9.11, 8.17, 6.43
2025-08-13T10:29:39+01:00  10:29:39 up 5 days,  1:02,  1 user,  load average: 8.62, 8.09, 6.41
2025-08-13T10:29:44+01:00  10:29:44 up 5 days,  1:02,  1 user,  load average: 9.37, 8.25, 6.47
2025-08-13T10:29:49+01:00  10:29:49 up 5 days,  1:02,  1 user,  load average: 9.34, 8.27, 6.48
2025-08-13T10:29:54+01:00  10:29:54 up 5 days,  1:02,  1 user,  load average: 10.75, 8.58, 6.59
2025-08-13T10:29:59+01:00  10:29:59 up 5 days,  1:02,  1 user,  load average: 10.61, 8.58, 6.61
2025-08-13T10:30:04+01:00  10:30:04 up 5 days,  1:02,  1 user,  load average: 10.24, 8.54, 6.60
2025-08-13T10:30:09+01:00  10:30:09 up 5 days,  1:02,  1 user,  load average: 10.30, 8.58, 6.63
2025-08-13T10:30:14+01:00  10:30:14 up 5 days,  1:02,  1 user,  load average: 10.52, 8.66, 6.66
2025-08-13T10:30:19+01:00  10:30:19 up 5 days,  1:02,  1 user,  load average: 10.40, 8.66, 6.67
2025-08-13T10:30:24+01:00  10:30:24 up 5 days,  1:02,  1 user,  load average: 9.65, 8.53, 6.64
2025-08-13T10:30:29+01:00  10:30:29 up 5 days,  1:02,  1 user,  load average: 10.16, 8.66, 6.69
2025-08-13T10:30:34+01:00  10:30:34 up 5 days,  1:02,  1 user,  load average: 10.54, 8.76, 6.74
2025-08-13T10:30:39+01:00  10:30:39 up 5 days,  1:03,  1 user,  load average: 9.94, 8.67, 6.72
2025-08-13T10:30:44+01:00  10:30:44 up 5 days,  1:03,  1 user,  load average: 11.39, 8.99, 6.83
